downtime_id,station_id,start_time,end_time,duration_min,shift,category,failure_type,planned_flag,maintenance_required,product_id
DT000561,ST01,2026-02-09 16:48:29.432416181,2026-02-09 16:58:34.232416181,10.08,B,Tooling,Tool Change,False,True,ACT-100
DT000562,ST02,2026-02-09 14:31:39.951180108,2026-02-09 14:45:09.951180108,13.5,B,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000563,ST02,2026-02-09 17:34:11.759648567,2026-02-09 17:47:41.759648567,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000564,ST03,2026-02-09 15:02:47.009631997,2026-02-09 15:05:23.009631997,2.6,B,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000565,ST04,2026-02-09 14:04:44.589600408,2026-02-09 14:12:00.789600408,7.27,B,Material,Component Shortage,False,False,ACT-100
DT000566,ST04,2026-02-09 16:18:28.804723294,2026-02-09 16:30:43.804723294,12.25,B,Material,Component Shortage,False,True,ACT-100
DT000567,ST04,2026-02-09 16:31:05.823991737,2026-02-09 16:39:11.223991737,8.09,B,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000568,ST01,2026-02-10 00:19:14.126945879,2026-02-10 00:32:38.726945879,13.41,C,Tooling,Tool Change,False,True,ACT-100
DT000569,ST02,2026-02-10 00:31:07.453607207,2026-02-10 00:38:14.653607207,7.12,C,Equipment Failure,Gripper Fault,False,False,ACT-100
DT000570,ST02,2026-02-10 01:34:37.070771035,2026-02-10 01:46:26.870771035,11.83,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000571,ST03,2026-02-10 04:01:16.004054636,2026-02-10 04:13:04.604054636,11.81,C,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000572,ST04,2026-02-09 22:32:23.476090652,2026-02-09 22:43:54.076090652,11.51,C,Changeover,Product Changeover,False,True,ACT-100
DT000573,ST04,2026-02-09 23:02:39.037508101,2026-02-09 23:16:09.037508101,13.5,C,Changeover,Product Changeover,False,True,ACT-100
DT000574,ST04,2026-02-10 01:15:50.722350179,2026-02-10 01:29:20.722350179,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000575,ST04,2026-02-10 02:31:22.226834340,2026-02-10 02:44:52.226834340,13.5,C,Quality,Functional Test Failure,False,True,ACT-100
DT000576,ST01,2026-02-10 10:04:17.153590555,2026-02-10 10:07:59.153590555,3.7,A,Micro Stop,Minor CNC Stop,False,False,ACT-100
DT000577,ST02,2026-02-10 06:16:31.999981464,2026-02-10 06:24:40.999981464,8.15,A,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000578,ST02,2026-02-10 09:19:24.969467844,2026-02-10 09:31:55.569467844,12.51,A,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000579,ST02,2026-02-10 11:01:21.707171375,2026-02-10 11:14:51.707171375,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000580,ST03,2026-02-10 10:15:03.410286268,2026-02-10 10:16:08.810286268,1.09,A,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000581,ST04,2026-02-10 09:34:03.356375091,2026-02-10 09:47:33.356375091,13.5,A,Quality,Functional Test Failure,False,True,ACT-100
DT000582,ST04,2026-02-10 10:49:13.030804521,2026-02-10 11:02:43.030804521,13.5,A,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000583,ST05,2026-02-10 11:16:04.554912656,2026-02-10 11:29:34.554912656,13.5,A,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000584,ST05,2026-02-10 12:00:00.000000000,2026-02-10 12:05:18.433213074,5.31,A,Maintenance,Planned Maintenance,True,True,ACT-100
DT000585,ST01,2026-02-10 14:45:00.000000000,2026-02-10 14:52:35.099739102,7.58,B,Maintenance,Planned Maintenance,True,True,ACT-300
DT000586,ST02,2026-02-10 19:02:02.300127643,2026-02-10 19:15:32.300127643,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-300
DT000587,ST02,2026-02-10 19:49:34.353101555,2026-02-10 19:51:33.153101555,1.98,B,Micro Stop,Robot Micro Stop,False,False,ACT-300
DT000588,ST03,2026-02-10 20:31:03.917416176,2026-02-10 20:44:33.917416176,13.5,B,Sensor/Control,Vision System Fault,False,True,ACT-300
DT000589,ST03,2026-02-10 20:46:40.862703664,2026-02-10 21:00:10.862703664,13.5,B,Sensor/Control,Measurement Sensor Fault,False,True,ACT-300
DT000590,ST04,2026-02-10 18:45:53.172833197,2026-02-10 18:59:23.172833197,13.5,B,Quality,Functional Test Failure,False,True,ACT-300
DT000591,ST05,2026-02-10 14:03:34.220022947,2026-02-10 14:16:02.420022947,12.47,B,Equipment Failure,Packaging Jam,False,True,ACT-300
DT000592,ST05,2026-02-10 16:46:30.533984952,2026-02-10 16:49:59.933984952,3.49,B,Micro Stop,Packaging Micro Stop,False,False,ACT-300
DT000593,ST01,2026-02-11 00:02:16.757862314,2026-02-11 00:06:33.557862314,4.28,C,Micro Stop,Minor CNC Stop,False,False,ACT-100
DT000594,ST02,2026-02-10 22:00:00.000000000,2026-02-10 22:10:32.885962194,10.55,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000595,ST02,2026-02-11 02:46:41.912354545,2026-02-11 03:00:11.912354545,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000596,ST03,2026-02-11 03:03:47.859531313,2026-02-11 03:05:38.859531313,1.85,C,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000597,ST04,2026-02-11 01:18:26.080891015,2026-02-11 01:31:56.080891015,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000598,ST04,2026-02-11 01:33:28.472676086,2026-02-11 01:46:58.472676086,13.5,C,Quality,Functional Test Failure,False,True,ACT-100
DT000599,ST04,2026-02-11 03:00:00.000000000,2026-02-11 03:06:31.854838751,6.53,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000600,ST05,2026-02-10 23:30:43.617028462,2026-02-10 23:38:11.817028462,7.47,C,Material,Packaging Material Shortage,False,False,ACT-100
DT000601,ST05,2026-02-10 23:45:00.000000000,2026-02-10 23:55:22.080315450,10.37,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000602,ST05,2026-02-11 00:46:47.513618900,2026-02-11 01:00:17.513618900,13.5,C,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000603,ST02,2026-02-11 07:17:34.924934382,2026-02-11 07:18:43.324934381,1.14,A,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000604,ST02,2026-02-11 12:32:37.028230742,2026-02-11 12:35:20.228230742,2.72,A,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000605,ST03,2026-02-11 06:15:58.932813724,2026-02-11 06:29:28.932813724,13.5,A,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000606,ST03,2026-02-11 10:02:18.064338757,2026-02-11 10:15:48.064338757,13.5,A,Quality,Inspection Calibration,False,True,ACT-100
DT000607,ST04,2026-02-11 12:00:40.666992621,2026-02-11 12:11:19.066992621,10.64,A,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000608,ST01,2026-02-11 14:34:07.258786599,2026-02-11 14:47:37.258786599,13.5,B,Tooling,Tool Wear,False,True,ACT-100
DT000609,ST01,2026-02-11 18:30:47.675071385,2026-02-11 18:44:17.675071385,13.5,B,Tooling,Tool Wear,False,True,ACT-100
DT000610,ST02,2026-02-11 14:04:12.338282431,2026-02-11 14:17:42.338282431,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000611,ST02,2026-02-11 19:47:37.352653025,2026-02-11 19:53:01.952653025,5.41,B,Equipment Failure,Robot Position Fault,False,False,ACT-100
DT000612,ST04,2026-02-11 15:45:00.000000000,2026-02-11 15:52:27.404800303,7.46,B,Maintenance,Planned Maintenance,True,True,ACT-100
DT000613,ST04,2026-02-11 16:47:04.347917066,2026-02-11 16:50:50.547917066,3.77,B,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000614,ST05,2026-02-11 14:00:14.146306000,2026-02-11 14:13:44.146306000,13.5,B,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000615,ST05,2026-02-11 19:47:25.308251705,2026-02-11 19:51:14.508251705,3.82,B,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000616,ST01,2026-02-12 05:15:00.000000000,2026-02-12 05:25:41.523752552,10.69,C,Maintenance,Planned Maintenance,True,True,ACT-300
DT000617,ST02,2026-02-12 01:02:42.675285197,2026-02-12 01:07:09.675285197,4.45,C,Micro Stop,Robot Micro Stop,False,False,ACT-300
DT000618,ST02,2026-02-12 03:32:55.760240394,2026-02-12 03:46:25.760240394,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-300
DT000619,ST02,2026-02-12 04:49:56.949997621,2026-02-12 05:03:26.949997621,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-300
DT000620,ST03,2026-02-11 22:02:39.625433840,2026-02-11 22:05:55.225433840,3.26,C,Micro Stop,Inspection Micro Stop,False,False,ACT-300
DT000621,ST04,2026-02-11 23:00:00.000000000,2026-02-11 23:05:16.709373510,5.28,C,Maintenance,Planned Maintenance,True,True,ACT-300
DT000622,ST04,2026-02-11 23:47:26.729589568,2026-02-12 00:00:56.729589568,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-300
DT000623,ST04,2026-02-12 00:15:17.506741779,2026-02-12 00:28:16.906741779,12.99,C,Quality,Functional Test Failure,False,True,ACT-300
DT000624,ST04,2026-02-12 01:33:45.631619363,2026-02-12 01:47:15.631619363,13.5,C,Material,Component Shortage,False,True,ACT-300
DT000625,ST01,2026-02-12 06:33:40.850704854,2026-02-12 06:47:10.850704854,13.5,A,Tooling,Tool Wear,False,True,ACT-100
DT000626,ST01,2026-02-12 09:31:27.632535183,2026-02-12 09:40:41.432535183,9.23,A,Tooling,Tool Wear,False,True,ACT-100
DT000627,ST02,2026-02-12 09:00:54.340607969,2026-02-12 09:14:24.340607969,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000628,ST02,2026-02-12 12:04:48.531500372,2026-02-12 12:18:18.531500372,13.5,A,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000629,ST04,2026-02-12 06:16:01.375041150,2026-02-12 06:29:31.375041150,13.5,A,Quality,Functional Test Failure,False,True,ACT-100
DT000630,ST04,2026-02-12 09:19:21.712038547,2026-02-12 09:21:15.712038547,1.9,A,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000631,ST05,2026-02-12 08:17:50.992112149,2026-02-12 08:31:20.992112149,13.5,A,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000632,ST05,2026-02-12 11:03:09.346661855,2026-02-12 11:16:39.346661855,13.5,A,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000633,ST05,2026-02-12 11:31:36.359026107,2026-02-12 11:45:06.359026107,13.5,A,Material,Packaging Material Shortage,False,True,ACT-100
DT000634,ST01,2026-02-12 14:45:29.368013712,2026-02-12 14:58:59.368013712,13.5,B,Sensor/Control,Coolant Sensor Alarm,False,True,ACT-200
DT000635,ST01,2026-02-12 20:00:00.000000000,2026-02-12 20:06:44.820214885,6.75,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000636,ST01,2026-02-12 21:15:00.000000000,2026-02-12 21:22:10.331966644,7.17,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000637,ST02,2026-02-12 18:31:11.119475563,2026-02-12 18:37:23.719475563,6.21,B,Equipment Failure,Robot Position Fault,False,False,ACT-200
DT000638,ST02,2026-02-12 19:16:18.233075236,2026-02-12 19:19:57.233075236,3.65,B,Micro Stop,Robot Micro Stop,False,False,ACT-200
DT000639,ST02,2026-02-12 20:00:00.000000000,2026-02-12 20:08:37.139004983,8.62,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000640,ST03,2026-02-12 19:00:00.000000000,2026-02-12 19:09:53.511104428,9.89,B,Maintenance,Planned Maintenance,True,True,ACT-200
DT000641,ST04,2026-02-12 16:00:05.918150095,2026-02-12 16:02:51.518150095,2.76,B,Micro Stop,Assembly Micro Stop,False,False,ACT-200
DT000642,ST05,2026-02-12 19:31:02.949213594,2026-02-12 19:41:24.549213593,10.36,B,Sensor/Control,Label Sensor Fault,False,True,ACT-200
DT000643,ST01,2026-02-12 22:48:47.530507948,2026-02-12 23:02:17.530507948,13.5,C,Sensor/Control,Coolant Sensor Alarm,False,True,ACT-100
DT000644,ST02,2026-02-13 04:03:06.642812377,2026-02-13 04:16:36.642812377,13.5,C,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000645,ST03,2026-02-13 02:03:32.944600521,2026-02-13 02:17:02.944600521,13.5,C,Quality,Inspection Calibration,False,True,ACT-100
DT000646,ST03,2026-02-13 02:47:16.305026522,2026-02-13 03:00:46.305026522,13.5,C,Quality,Inspection Calibration,False,True,ACT-100
DT000647,ST04,2026-02-13 00:32:51.333399911,2026-02-13 00:46:21.333399911,13.5,C,Changeover,Product Changeover,False,True,ACT-100
DT000648,ST04,2026-02-13 03:18:58.220271369,2026-02-13 03:32:28.220271369,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000649,ST04,2026-02-13 03:30:24.894594277,2026-02-13 03:43:54.894594277,13.5,C,Changeover,Product Changeover,False,True,ACT-100
DT000650,ST05,2026-02-13 04:04:37.887858874,2026-02-13 04:18:07.887858874,13.5,C,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000651,ST01,2026-02-13 08:31:42.044179977,2026-02-13 08:45:12.044179977,13.5,A,Tooling,Tool Wear,False,True,ACT-100
DT000652,ST01,2026-02-13 12:48:14.785725058,2026-02-13 13:01:44.785725058,13.5,A,Tooling,Tool Change,False,True,ACT-100
DT000653,ST02,2026-02-13 09:32:14.460049341,2026-02-13 09:36:03.660049341,3.82,A,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000654,ST02,2026-02-13 12:03:26.711664190,2026-02-13 12:16:56.711664190,13.5,A,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000655,ST02,2026-02-13 12:19:47.435288321,2026-02-13 12:33:17.435288321,13.5,A,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000656,ST03,2026-02-13 10:01:09.646864194,2026-02-13 10:14:39.646864194,13.5,A,Sensor/Control,Measurement Sensor Fault,False,True,ACT-100
DT000657,ST04,2026-02-13 10:01:45.357019257,2026-02-13 10:15:15.357019257,13.5,A,Quality,Functional Test Failure,False,True,ACT-100
DT000658,ST04,2026-02-13 11:17:48.771156507,2026-02-13 11:27:25.371156506,9.61,A,Quality,Functional Test Failure,False,True,ACT-100
DT000659,ST05,2026-02-13 09:46:38.679986363,2026-02-13 10:00:08.679986363,13.5,A,Equipment Failure,Packaging Jam,False,True,ACT-100
DT000660,ST01,2026-02-13 15:17:59.110946957,2026-02-13 15:31:29.110946957,13.5,B,Tooling,Tool Change,False,True,ACT-100
DT000661,ST01,2026-02-13 16:00:38.703103979,2026-02-13 16:09:42.903103979,9.07,B,Tooling,Tool Wear,False,True,ACT-100
DT000662,ST01,2026-02-13 17:15:08.367386069,2026-02-13 17:28:38.367386069,13.5,B,Sensor/Control,Coolant Sensor Alarm,False,True,ACT-100
DT000663,ST01,2026-02-13 19:03:06.918581134,2026-02-13 19:14:51.318581134,11.74,B,Tooling,Tool Wear,False,True,ACT-100
DT000664,ST01,2026-02-13 20:34:12.747391507,2026-02-13 20:47:30.747391507,13.3,B,Tooling,Tool Wear,False,True,ACT-100
DT000665,ST02,2026-02-13 15:32:54.651918831,2026-02-13 15:34:25.851918831,1.52,B,Micro Stop,Robot Micro Stop,False,False,ACT-100
DT000666,ST02,2026-02-13 16:47:25.028524286,2026-02-13 17:00:55.028524286,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000667,ST02,2026-02-13 17:16:22.185995322,2026-02-13 17:29:52.185995322,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000668,ST02,2026-02-13 19:33:06.407970478,2026-02-13 19:46:36.407970478,13.5,B,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000669,ST02,2026-02-13 20:48:47.064455406,2026-02-13 21:02:17.064455406,13.5,B,Sensor/Control,Part Presence Sensor,False,True,ACT-100
DT000670,ST03,2026-02-13 17:03:32.175758575,2026-02-13 17:06:50.175758575,3.3,B,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000671,ST04,2026-02-13 15:33:05.175028102,2026-02-13 15:46:35.175028102,13.5,B,Material,Component Shortage,False,True,ACT-100
DT000672,ST04,2026-02-13 15:48:54.328135626,2026-02-13 15:52:01.528135626,3.12,B,Micro Stop,Assembly Micro Stop,False,False,ACT-100
DT000673,ST04,2026-02-13 17:00:57.481699307,2026-02-13 17:07:41.281699307,6.73,B,Quality,Functional Test Failure,False,False,ACT-100
DT000674,ST04,2026-02-13 17:47:36.193451659,2026-02-13 18:01:06.193451659,13.5,B,Changeover,Product Changeover,False,True,ACT-100
DT000675,ST04,2026-02-13 18:45:43.144548582,2026-02-13 18:59:13.144548582,13.5,B,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000676,ST05,2026-02-13 14:15:47.793001364,2026-02-13 14:29:17.793001364,13.5,B,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000677,ST05,2026-02-13 16:18:56.391234294,2026-02-13 16:22:56.391234294,4.0,B,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000678,ST05,2026-02-13 20:18:17.612323227,2026-02-13 20:19:37.412323227,1.33,B,Micro Stop,Packaging Micro Stop,False,False,ACT-100
DT000679,ST01,2026-02-14 01:15:00.000000000,2026-02-14 01:20:57.365652709,5.96,C,Maintenance,Planned Maintenance,True,True,ACT-100
DT000680,ST01,2026-02-14 01:48:21.982369666,2026-02-14 02:01:51.982369666,13.5,C,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000681,ST01,2026-02-14 03:45:14.401210474,2026-02-14 03:58:44.401210474,13.5,C,Equipment Failure,Spindle Fault,False,True,ACT-100
DT000682,ST01,2026-02-14 04:01:11.265181797,2026-02-14 04:14:41.265181797,13.5,C,Tooling,Tool Wear,False,True,ACT-100
DT000683,ST01,2026-02-14 04:49:11.086813731,2026-02-14 04:56:12.886813731,7.03,C,Tooling,Tool Wear,False,False,ACT-100
DT000684,ST02,2026-02-13 23:03:39.771858867,2026-02-13 23:17:09.771858867,13.5,C,Equipment Failure,Robot Position Fault,False,True,ACT-100
DT000685,ST02,2026-02-14 04:17:39.137861945,2026-02-14 04:31:09.137861945,13.5,C,Equipment Failure,Gripper Fault,False,True,ACT-100
DT000686,ST03,2026-02-13 22:17:40.226243082,2026-02-13 22:31:10.226243082,13.5,C,Sensor/Control,Vision System Fault,False,True,ACT-100
DT000687,ST03,2026-02-14 04:00:12.854381778,2026-02-14 04:13:42.854381778,13.5,C,Quality,Inspection Calibration,False,True,ACT-100
DT000688,ST03,2026-02-14 05:02:55.236258978,2026-02-14 05:04:50.436258977,1.92,C,Micro Stop,Inspection Micro Stop,False,False,ACT-100
DT000689,ST04,2026-02-13 22:34:54.715645591,2026-02-13 22:48:24.715645591,13.5,C,Equipment Failure,Fixture Fault,False,True,ACT-100
DT000690,ST04,2026-02-14 00:46:03.083622222,2026-02-14 00:59:33.083622222,13.5,C,Material,Component Shortage,False,True,ACT-100
DT000691,ST04,2026-02-14 04:00:09.937210124,2026-02-14 04:13:39.937210124,13.5,C,Material,Component Shortage,False,True,ACT-100
DT000692,ST05,2026-02-14 01:19:52.530192915,2026-02-14 01:33:22.530192915,13.5,C,Sensor/Control,Label Sensor Fault,False,True,ACT-100
DT000693,ST05,2026-02-14 02:18:52.818074712,2026-02-14 02:28:05.418074712,9.21,C,Sensor/Control,Label Sensor Fault,False,True,ACT-100
